Country,Year,Max_Partners,GDP_per_unit_CO2,PPP_Conv_Rate,PPP_Share_GDP,Imports_PC,Exports_PC,Govt_Revenue,gdp_per_cap,agri_perc_gdp,agg.empl.agri.perc,rural.pop.perc,pop.tot,mobilesub_per100peeps,intl_tourist_arrival,total_life_exp,life_expectancy_fe,life_exp_male,trade_perGDP,ISO_A3,cam,mean_light,mean_light_diff
Argentina,2012,183,4.268063,3.198,0.825,-5.952000000000001,-5.837000000000001,-1.695,10649.8372874572,5.7817442068500995,0.61599999666214,8.879,41733271.0,154.059022977643,6497000.0,75.598,78.96600000000001,72.15100000000001,30.5265423717108,ARG,F182012,0.944529720252711,-0.10216509739798596
Argentina,2013,183,4.486123,3.896,0.818,3.548,-3.688,-2.639,10784.6306992057,6.052918436704509,0.619000017642975,8.751,42202935.0,159.63946134269,6510000.0,75.756,79.124,72.306,29.3339290021037,ARG,F182013,1.0323835158761683,0.0878537956234573
Armenia,1994,71,2.3943470000000002,40.24,0.013000000000000001,19.625,18.539,-1.517,956.468846570432,17.912681952639698,45.7439994812012,33.668,3283667.0,0.0,12000.0,68.538,71.985,64.983,112.429364602262,ARM,F121994,0.49730700179533216,-0.22674379945475098
Armenia,1995,71,2.033663,101.855,0.013000000000000001,19.625,18.539,-1.517,1043.54119486628,17.912681952639698,45.4140014648438,33.943000000000005,3217348.0,0.0,12000.0,68.938,72.38,65.37,86.11485706675779,ARM,F121995,0.9339051798656826,0.4365981780703504
Armenia,1996,71,3.0162720000000003,120.411,0.013999999999999999,19.625,18.539,-1.517,1121.87950406801,17.912681952639698,45.0270004272461,34.219,3168221.0,0.009469036,13000.0,69.404,72.78699999999999,65.868,79.2295601199241,ARM,F121996,0.6504643482501052,-0.2834408316155773
Armenia,1997,71,2.373118,139.275,0.013000000000000001,12.568,-5.84,-1.517,1172.13568009922,17.912681952639698,44.7560005187988,34.496,3133089.0,0.159586912,23000.0,69.91199999999999,73.21,66.433,78.5477450545048,ARM,F141997,0.8886229137575636,0.2381585655074584
Armenia,1998,78,2.448628,153.935,0.013999999999999999,15.624,19.977,-1.517,1267.57405942099,17.912681952639698,44.159000396728494,34.774,3108687.0,0.251906995,32000.0,70.434,73.643,67.015,71.84245188154141,ARM,F141998,0.8802668617150963,-0.008356052042467366
Armenia,1999,85,2.83224,152.017,0.013999999999999999,-10.206,4.488,-1.517,1317.7397905031598,17.912681952639698,43.810001373290994,35.053000000000004,3089022.0,0.26419365100000003,41000.0,70.944,74.07,67.579,70.5604791440404,ARM,F141999,1.0905645322162378,0.21029767050114156
Armenia,2000,80,2.5698630000000002,146.716,0.013999999999999999,3.695,8.596,-1.517,1404.3200896038,17.912681952639698,43.2490005493164,35.334,3069591.0,0.5696524390382951,45000.0,71.40899999999999,74.469,68.086,73.91851926763509,ARM,F152000,1.343063590220981,0.25249905800474326
Armenia,2001,84,2.785339,149.53,0.015,15.581,28.886999999999997,-1.517,1548.05961278644,17.912681952639698,42.3250007629395,35.615,3050687.0,0.836008413842521,123000.0,71.8,74.817,68.501,71.6171966314838,ARM,F152001,1.2873639648026243,-0.055699625418356824
Armenia,2002,92,3.751263,148.562,0.017,10.927999999999999,30.189,-1.517,1761.84123383193,17.912681952639698,41.221000671386705,35.764,3033978.0,2.35166504173728,162000.0,72.112,75.10600000000001,68.824,75.9434489538388,ARM,F152002,1.1150342442981582,-0.17232972050446604
